,player_display_name,position,position_group,recent_team,season,receiving_epa_mean_receive,mean_receiving_epa_per_week,receiving_epa_median_receive,median_receiving_epa_per_week,rushing_epa_mean_rush,mean_rushing_epa_per_week,rushing_epa_median_rush,median_rushing_epa_per_week,season_pass,passing_epa_mean_pass,mean_passing_epa_per_week,passing_epa_median_pass,median_passing_epa_per_week,week,number_weeks_played_in_time_period,mean_epa_per_week,median_epa_per_week
127,D'Wayne Eskridge,WR,WR,SEA,2022,-0.24560297,-0.24560297,-0.45462173,-0.45462173,0.22342789,0.22342789,0.22342789,0.22342789,2022,0.0,0.0,0.0,0.0,8,8,-0.022175074,-0.23119384
128,D.J. Chark,WR,WR,DET,2022,1.8434303,1.8434303,0.89057046,0.89057046,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,10,10,1.8434303,0.89057046
129,D.J. Moore,WR,WR,CAR,2022,1.5209486,1.5209486,0.48117453,0.48117453,0.22941445,0.22941445,0.48573643,0.48573643,2022,0.0,0.0,0.0,0.0,16,16,1.7503631,0.96691096
130,D.J. Turner,WR,WR,LV,2022,-0.89491725,-0.89491725,-0.89491725,-0.89491725,0.13439448,0.13439448,0.13439448,0.13439448,2022,0.0,0.0,0.0,0.0,2,2,-0.7605228,-0.7605228
131,DK Metcalf,WR,WR,SEA,2022,1.1508647,1.1508647,0.8252534,0.8252534,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,16,16,1.1508647,0.8252534
132,Dak Prescott,QB,QB,DAL,2022,0.0,0.0,0.0,0.0,1.0301539,1.0301539,1.3112972,1.3112972,2022,5.022998,5.022998,5.711441,5.711441,11,11,6.0531516,7.0227385
133,Dallas Goedert,TE,TE,PHI,2022,3.8366473,3.8366473,4.3371673,4.3371673,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,11,11,3.8366473,4.3371673
134,Dallin Leavitt,FS,DB,GB,2022,0.0,0.0,0.0,0.0,-3.2366855,-3.2366855,-3.2366855,-3.2366855,2022,0.0,0.0,0.0,0.0,1,1,-3.2366855,-3.2366855
135,Dalton Schultz,TE,TE,DAL,2022,-0.006412472,-0.006412472,-0.7635122,-0.7635122,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,14,14,-0.006412472,-0.7635122
136,Dalvin Cook,RB,RB,MIN,2022,0.48401883,0.48401883,0.44380143,0.44380143,-2.6047587,-2.6047587,-1.3609424,-1.3609424,2022,-6.8878922,-6.8878922,-6.8878922,-6.8878922,16,16,-9.008633,-7.805033
137,Dameon Pierce,RB,RB,HOU,2022,-0.8021937,-0.8021937,-0.011417774,-0.011417774,-2.1492608,-2.1492608,-1.930987,-1.930987,2022,0.0,0.0,0.0,0.0,13,13,-2.9514544,-1.9424047
138,Damien Harris,RB,RB,NE,2022,-0.013482915,-0.013482915,-0.33221367,-0.33221367,-0.1658552,-0.1658552,-0.67812467,-0.67812467,2022,0.0,0.0,0.0,0.0,10,10,-0.17933811,-1.0103383
139,Damien Williams,RB,RB,ATL,2022,0.0,0.0,0.0,0.0,-1.1297847,-1.1297847,-1.1297847,-1.1297847,2022,0.0,0.0,0.0,0.0,1,1,-1.1297847,-1.1297847
140,Damiere Byrd,WR,WR,ATL,2022,0.7426368,0.7426368,-0.7929752,-0.7929752,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,11,11,0.7426368,-0.7929752
141,Dan Arnold,TE,TE,JAX,2022,0.5848696,0.5848696,0.6926681,0.6926681,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,10,10,0.5848696,0.6926681
142,Daniel Bellinger,TE,TE,NYG,2022,0.8815241,0.8815241,1.335782,1.335782,1.2865709,1.2865709,1.2865709,1.2865709,2022,0.0,0.0,0.0,0.0,11,11,2.168095,2.622353
143,Daniel Jones,QB,QB,NYG,2022,0.0,0.0,0.0,0.0,2.4547749,2.4547749,0.92484546,0.92484546,2022,1.246828,1.246828,0.6245099,0.6245099,16,16,3.701603,1.5493553
144,Danny Gray,WR,WR,SF,2022,-0.7367457,-0.7367457,-0.97300714,-0.97300714,0.8061242,0.8061242,0.8061242,0.8061242,2022,0.0,0.0,0.0,0.0,5,5,0.069378495,-0.16688293
145,Dante Pettis,WR,WR,CHI,2022,-0.83137304,-0.83137304,-1.4299853,-1.4299853,1.4151621,1.4151621,1.4151621,1.4151621,2022,0.0,0.0,0.0,0.0,13,13,0.58378905,-0.014823198
146,Dare Ogunbowale,RB,RB,HOU,2022,-1.2898988,-1.2898988,-0.47883478,-0.47883478,-0.7728891,-0.7728891,-0.02401394,-0.02401394,2022,0.0,0.0,0.0,0.0,10,10,-2.0627878,-0.50284874
147,Darius Slayton,WR,WR,NYG,2022,2.7118587,2.7118587,2.6632073,2.6632073,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,2.7118587,2.6632073
148,Darnell Mooney,WR,WR,CHI,2022,1.4041744,1.4041744,1.8103247,1.8103247,-0.6093796,-0.6093796,-0.6093796,-0.6093796,2022,0.0,0.0,0.0,0.0,11,11,0.79479486,1.2009451
149,Darrel Williams,RB,RB,ARI,2022,-1.3150498,-1.3150498,-1.2711682,-1.2711682,0.81982195,0.81982195,0.5686775,0.5686775,2022,0.0,0.0,0.0,0.0,5,5,-0.4952278,-0.70249075
150,Darrell Henderson,RB,RB,LA,2022,-0.28267074,-0.28267074,-0.20731355,-0.20731355,0.16013975,0.16013975,0.14376742,0.14376742,2022,0.0,0.0,0.0,0.0,10,10,-0.12253098,-0.063546136
151,Darren Waller,TE,TE,LV,2022,1.059526,1.059526,1.0242318,1.0242318,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,1.059526,1.0242318
152,Darrynton Evans,RB,RB,CHI,2022,2.5792727,2.5792727,2.5792727,2.5792727,0.98745453,0.98745453,0.9048114,0.9048114,2022,0.0,0.0,0.0,0.0,3,3,3.5667272,3.4840841
153,Davante Adams,WR,WR,LV,2022,2.133515,2.133515,2.7558713,2.7558713,-1.2768266,-1.2768266,-1.2173175,-1.2173175,2022,-1.8045641,-1.8045641,-1.8045641,-1.8045641,16,16,-0.94787586,-0.26601028
154,David Bakhtiari,T,OL,GB,2022,-5.99149,-5.99149,-5.99149,-5.99149,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-5.99149,-5.99149
155,David Bell,WR,WR,CLE,2022,-0.34788916,-0.34788916,-0.055335023,-0.055335023,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,-0.34788916,-0.055335023
156,David Blough,QB,QB,ARI,2022,0.0,0.0,0.0,0.0,-0.6365242,-0.6365242,-0.6365242,-0.6365242,2022,1.7515852,1.7515852,1.7515852,1.7515852,1,1,1.115061,1.115061
157,David Johnson,RB,RB,NO,2022,1.2667341,1.2667341,1.2667341,1.2667341,-3.2925484,-3.2925484,-2.8409905,-2.8409905,2022,0.0,0.0,0.0,0.0,3,3,-2.0258143,-1.5742564
158,David Montgomery,RB,RB,CHI,2022,0.5171003,0.5171003,1.0734913,1.0734913,-0.8225753,-0.8225753,-0.33597904,-0.33597904,2022,0.0,0.0,0.0,0.0,15,15,-0.305475,0.7375123
159,David Njoku,TE,TE,CLE,2022,1.5531584,1.5531584,0.80688703,0.80688703,-1.2412875,-1.2412875,-1.2412875,-1.2412875,2022,0.0,0.0,0.0,0.0,13,13,0.31187093,-0.43440044
160,David Sills,WR,WR,NYG,2022,0.70034647,0.70034647,0.26874644,0.26874644,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,0.70034647,0.26874644
161,Davis Mills,QB,QB,HOU,2022,0.0,0.0,0.0,0.0,0.24267116,0.24267116,-0.27503464,-0.27503464,2022,-5.7546735,-5.7546735,-6.10186,-6.10186,14,14,-5.5120025,-6.3768945
162,Dawson Knox,TE,TE,BUF,2022,1.2934358,1.2934358,0.9347124,0.9347124,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,14,14,1.2934358,0.9347124
163,Dax Milne,WR,WR,WAS,2022,0.3558064,0.3558064,-0.03561674,-0.03561674,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,0.3558064,-0.03561674
164,Daylen Baldwin,WR,WR,CLE,2022,1.7913617,1.7913617,1.7913617,1.7913617,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,1.7913617,1.7913617
165,DeAndre Carter,WR,WR,LAC,2022,1.118044,1.118044,0.783119,0.783119,-1.5538863,-1.5538863,-1.5538863,-1.5538863,2022,0.0,0.0,0.0,0.0,15,15,-0.43584228,-0.7707673
166,DeAndre Hopkins,WR,WR,ARI,2022,0.9628576,0.9628576,1.0729362,1.0729362,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,0.9628576,1.0729362
167,DeSean Jackson,WR,WR,BAL,2022,0.23340382,0.23340382,-0.23520465,-0.23520465,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,0.23340382,-0.23520465
168,DeVante Parker,WR,WR,NE,2022,0.850441,0.850441,1.3955085,1.3955085,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,11,11,0.850441,1.3955085
169,DeVonta Smith,WR,WR,PHI,2022,3.8787627,3.8787627,3.7738104,3.7738104,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,16,16,3.8787627,3.7738104
170,DeeJay Dallas,RB,RB,SEA,2022,0.26019886,0.26019886,-0.70955855,-0.70955855,0.2552154,0.2552154,-0.014972021,-0.014972021,2022,-4.8671126,-4.8671126,-4.8671126,-4.8671126,10,10,-4.3516984,-5.5916433
171,Deebo Samuel,WR,WR,SF,2022,0.70335466,0.70335466,0.7457351,0.7457351,-0.6891866,-0.6891866,-0.79397345,-0.79397345,2022,0.0,0.0,0.0,0.0,12,12,0.014168084,-0.048238337
172,Demarcus Robinson,WR,WR,BAL,2022,0.65622187,0.65622187,0.29111996,0.29111996,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,15,15,0.65622187,0.29111996
173,Demetric Felton,RB,RB,CLE,2022,-0.3657404,-0.3657404,-0.43960476,-0.43960476,-1.2909204,-1.2909204,-1.2909204,-1.2909204,2022,0.0,0.0,0.0,0.0,4,4,-1.6566608,-1.7305251
174,Dennis Houston,WR,WR,DAL,2022,-2.5268111,-2.5268111,-2.5268111,-2.5268111,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,-2.5268111,-2.5268111
175,Denzel Mims,WR,WR,NYJ,2022,-0.31578758,-0.31578758,0.18627523,0.18627523,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,-0.31578758,0.18627523
176,Deon Jackson,RB,RB,IND,2022,-0.7897391,-0.7897391,-0.56992,-0.56992,-1.4510195,-1.4510195,-0.5025586,-0.5025586,2022,0.0,0.0,0.0,0.0,11,11,-2.2407587,-1.0724785
177,Deonte Harty,WR,WR,NO,2022,-0.60536486,-0.60536486,-0.60536486,-0.60536486,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,-0.60536486,-0.60536486
178,Derek Carr,QB,QB,LV,2022,0.0,0.0,0.0,0.0,0.19233601,0.19233601,0.2044502,0.2044502,2022,1.9530389,1.9530389,2.9331641,2.9331641,15,15,2.145375,3.1376143
179,Derek Watt,FB,RB,PIT,2022,0.39724144,0.39724144,-0.23538212,-0.23538212,0.24353029,0.24353029,0.4828792,0.4828792,2022,0.0,0.0,0.0,0.0,9,9,0.64077175,0.24749707
180,Derrick Henry,RB,RB,TEN,2022,0.9881191,0.9881191,0.8291679,0.8291679,-1.1416816,-1.1416816,-1.7384634,-1.7384634,2022,0.4664566,0.4664566,0.4664566,0.4664566,15,15,0.31289417,-0.4428389
181,Deshaun Watson,QB,QB,CLE,2022,0.0,0.0,0.0,0.0,0.81443536,0.81443536,-1.0776001,-1.0776001,2022,-4.0087776,-4.0087776,-4.5595245,-4.5595245,5,5,-3.1943421,-5.6371245
182,Desmond Ridder,QB,QB,ATL,2022,0.0,0.0,0.0,0.0,-3.6164813,-3.6164813,-3.2790606,-3.2790606,2022,-0.68886524,-0.68886524,-0.18216361,-0.18216361,3,3,-4.3053465,-3.4612243
183,Deven Thompkins,WR,WR,TB,2022,-0.06086378,-0.06086378,-0.06086378,-0.06086378,0.7143359,0.7143359,0.7143359,0.7143359,2022,0.0,0.0,0.0,0.0,1,1,0.6534721,0.6534721
184,Devin Asiasi,TE,TE,CIN,2022,-0.4880248,-0.4880248,-0.521801,-0.521801,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,-0.4880248,-0.521801
185,Devin Duvernay,WR,WR,BAL,2022,1.4051924,1.4051924,0.72749424,0.72749424,0.90895563,0.90895563,0.95859635,0.95859635,2022,0.0,0.0,0.0,0.0,14,14,2.314148,1.6860906
186,Devin Singletary,RB,RB,BUF,2022,0.5060393,0.5060393,0.75714445,0.75714445,-0.8211451,-0.8211451,-1.4834596,-1.4834596,2022,0.0,0.0,0.0,0.0,15,15,-0.3151058,-0.72631514
187,Devine Ozigbo,RB,RB,DEN,2022,-0.1800523,-0.1800523,-0.1800523,-0.1800523,-0.75107527,-0.75107527,-0.75107527,-0.75107527,2022,0.0,0.0,0.0,0.0,3,3,-0.93112755,-0.93112755
188,Dezmon Patmon,WR,WR,IND,2022,-7.6431155,-7.6431155,-7.6431155,-7.6431155,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-7.6431155,-7.6431155
189,Diontae Johnson,WR,WR,PIT,2022,-0.3641437,-0.3641437,-0.71416944,-0.71416944,0.08480298,0.08480298,-0.22893125,-0.22893125,2022,0.0,0.0,0.0,0.0,16,16,-0.2793407,-0.9431007
190,Donald Parham,TE,TE,LAC,2022,1.2396412,1.2396412,1.9202908,1.9202908,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,5,5,1.2396412,1.9202908
191,Donovan Peoples-Jones,WR,WR,CLE,2022,1.0454422,1.0454422,1.6908395,1.6908395,-0.38478002,-0.38478002,-0.38478002,-0.38478002,2022,0.0,0.0,0.0,0.0,16,16,0.6606622,1.3060595
192,Dontrell Hilliard,RB,RB,TEN,2022,0.52095515,0.52095515,-0.70227844,-0.70227844,0.06072784,0.06072784,-0.7064673,-0.7064673,2022,0.0,0.0,0.0,0.0,11,11,0.581683,-1.4087458
193,Drake London,WR,WR,ATL,2022,0.11995044,0.11995044,0.8939142,0.8939142,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,16,16,0.11995044,0.8939142
194,Drew Sample,TE,TE,CIN,2022,-1.5079823,-1.5079823,-1.5079823,-1.5079823,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,-1.5079823,-1.5079823
195,Duke Johnson,RB,RB,BUF,2022,0.0,0.0,0.0,0.0,-0.9670433,-0.9670433,-0.9670433,-0.9670433,2022,0.0,0.0,0.0,0.0,1,1,-0.9670433,-0.9670433
196,Durham Smythe,TE,TE,MIA,2022,-0.17244457,-0.17244457,0.3273003,0.3273003,0.6996898,0.6996898,0.6996898,0.6996898,2022,0.0,0.0,0.0,0.0,11,11,0.5272452,1.0269902
197,Dwayne Washington,RB,RB,NO,2022,0.539169,0.539169,0.539169,0.539169,-1.1136663,-1.1136663,-1.5873531,-1.5873531,2022,0.0,0.0,0.0,0.0,3,3,-0.5744973,-1.0481842
198,Dyami Brown,WR,WR,WAS,2022,0.70689386,0.70689386,-0.31721312,-0.31721312,0.9195813,0.9195813,0.9195813,0.9195813,2022,0.0,0.0,0.0,0.0,7,7,1.6264751,0.6023682
199,Elijah Mitchell,RB,RB,SF,2022,-1.0064518,-1.0064518,-1.0064518,-1.0064518,1.2113721,1.2113721,1.0149004,1.0149004,2022,0.0,0.0,0.0,0.0,4,4,0.20492029,0.008448601
200,Elijah Moore,WR,WR,NYJ,2022,-0.07652309,-0.07652309,-0.2390258,-0.2390258,-0.21538827,-0.21538827,-0.27214313,-0.27214313,2022,0.0,0.0,0.0,0.0,13,13,-0.29191136,-0.51116896
201,Eno Benjamin,RB,RB,ARI,2022,0.4659118,0.4659118,0.94958806,0.94958806,0.075732216,0.075732216,-0.19344136,-0.19344136,2022,0.0,0.0,0.0,0.0,9,9,0.54164404,0.75614667
202,Eno Benjamin,RB,RB,HOU,2022,0.0,0.0,0.0,0.0,-1.6966136,-1.6966136,-1.6966136,-1.6966136,2022,0.0,0.0,0.0,0.0,1,1,-1.6966136,-1.6966136
203,Eno Benjamin,RB,RB,NO,2022,-0.7658888,-0.7658888,-0.7658888,-0.7658888,0.00461496,0.00461496,0.00461496,0.00461496,2022,0.0,0.0,0.0,0.0,1,1,-0.76127386,-0.76127386
204,Equanimeous St. Brown,WR,WR,CHI,2022,0.2508014,0.2508014,-0.042892396,-0.042892396,0.33157194,0.33157194,-0.29222336,-0.29222336,2022,0.0,0.0,0.0,0.0,15,15,0.5823734,-0.33511576
205,Eric Saubert,TE,TE,DEN,2022,-0.26162627,-0.26162627,-0.19628544,-0.19628544,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,11,11,-0.26162627,-0.19628544
206,Eric Tomlinson,TE,TE,DEN,2022,0.6552956,0.6552956,-0.23862025,-0.23862025,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,0.6552956,-0.23862025
207,Evan Engram,TE,TE,JAX,2022,2.0631087,2.0631087,1.0010685,1.0010685,0.23601449,0.23601449,0.23601449,0.23601449,2022,0.0,0.0,0.0,0.0,16,16,2.2991233,1.237083
208,Ezekiel Elliott,RB,RB,DAL,2022,-0.1623144,-0.1623144,-0.09489326,-0.09489326,-0.56109,-0.56109,-0.97659564,-0.97659564,2022,0.0,0.0,0.0,0.0,14,14,-0.7234044,-1.0714889
209,Feleipe Franks,TE,TE,ATL,2022,-1.0948471,-1.0948471,-1.0948471,-1.0948471,-0.8380997,-0.8380997,-0.8380997,-0.8380997,2022,0.0,0.0,0.0,0.0,2,2,-1.9329468,-1.9329468
210,Foster Moreau,TE,TE,LV,2022,0.615073,0.615073,0.271046,0.271046,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,0.615073,0.271046
211,Freddie Swain,WR,WR,DEN,2022,-3.662778,-3.662778,-3.662778,-3.662778,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,-3.662778,-3.662778
212,Gabe Davis,WR,WR,BUF,2022,1.2853369,1.2853369,1.9101131,1.9101131,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,14,14,1.2853369,1.9101131
213,Gardner Minshew,QB,QB,PHI,2022,0.0,0.0,0.0,0.0,-2.8435962,-2.8435962,-2.5508027,-2.5508027,2022,1.8563832,1.8563832,0.98765486,0.98765486,5,5,-0.987213,-1.5631478
214,Garrett Wilson,WR,WR,NYJ,2022,2.006933,2.006933,2.4600973,2.4600973,-0.56650054,-0.56650054,-0.7729173,-0.7729173,2022,-0.4925385,-0.4925385,-0.4925385,-0.4925385,16,16,0.9478939,1.1946416
215,Gary Brightwell,RB,RB,NYG,2022,1.2439364,1.2439364,1.2439364,1.2439364,-0.56748044,-0.56748044,0.045581926,0.045581926,2022,0.0,0.0,0.0,0.0,7,7,0.676456,1.2895184
216,Geno Smith,QB,QB,SEA,2022,0.0,0.0,0.0,0.0,-0.22445379,-0.22445379,-0.24951868,-0.24951868,2022,2.2678735,2.2678735,3.7732568,3.7732568,16,16,2.0434198,3.5237381
217,Geoff Swaim,TE,TE,TEN,2022,-0.21251267,-0.21251267,-0.341653,-0.341653,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,10,10,-0.21251267,-0.341653
218,George Kittle,TE,TE,SF,2022,2.5438662,2.5438662,1.6517189,1.6517189,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,14,14,2.5438662,1.6517189
219,George Pickens,WR,WR,PIT,2022,2.3408875,2.3408875,2.4303126,2.4303126,1.041827,1.041827,1.041827,1.041827,2022,0.0,0.0,0.0,0.0,16,16,3.3827145,3.4721396
220,Gerald Everett,TE,TE,LAC,2022,0.1152257,0.1152257,0.29798183,0.29798183,-0.5668091,-0.5668091,-0.5668091,-0.5668091,2022,0.0,0.0,0.0,0.0,14,14,-0.45158342,-0.2688273
221,Giovani Bernard,RB,RB,TB,2022,0.0,0.0,0.0,0.0,-4.235443,-4.235443,-4.235443,-4.235443,2022,0.0,0.0,0.0,0.0,1,1,-4.235443,-4.235443
222,Giovanni Ricci,TE,TE,CAR,2022,0.62371516,0.62371516,0.62582195,0.62582195,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,6,6,0.62371516,0.62582195
223,Godwin Igwebuike,RB,RB,SEA,2022,-2.7943463,-2.7943463,-2.7943463,-2.7943463,-1.42176,-1.42176,-1.42176,-1.42176,2022,0.0,0.0,0.0,0.0,1,1,-4.2161064,-4.2161064
224,Grant Calcaterra,TE,TE,PHI,2022,0.41559932,0.41559932,-0.10907674,-0.10907674,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,5,5,0.41559932,-0.10907674
225,Greg Dortch,WR,WR,ARI,2022,1.1543694,1.1543694,2.095867,2.095867,0.3488061,0.3488061,0.3156159,0.3156159,2022,0.0,0.0,0.0,0.0,10,10,1.5031755,2.4114828
226,Greg Dulcich,TE,TE,DEN,2022,0.046830848,0.046830848,-0.9577885,-0.9577885,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,10,10,0.046830848,-0.9577885
227,Gunner Olszewski,WR,WR,PIT,2022,0.24889411,0.24889411,-0.22677809,-0.22677809,0.26697174,0.26697174,0.7039927,0.7039927,2022,0.0,0.0,0.0,0.0,9,9,0.51586586,0.47721463
228,Gus Edwards,RB,RB,BAL,2022,-0.50623393,-0.50623393,-0.50623393,-0.50623393,0.075692415,0.075692415,0.6932634,0.6932634,2022,0.0,0.0,0.0,0.0,8,8,-0.43054152,0.18702948
229,Harrison Bryant,TE,TE,CLE,2022,0.16539335,0.16539335,0.5701432,0.5701432,0.91342455,0.91342455,0.91342455,0.91342455,2022,0.0,0.0,0.0,0.0,13,13,1.0788178,1.4835677
230,Hassan Haskins,RB,RB,TEN,2022,-0.5200355,-0.5200355,-0.94527125,-0.94527125,-0.1189916,-0.1189916,-0.2512399,-0.2512399,2022,0.0,0.0,0.0,0.0,6,6,-0.6390271,-1.1965111
231,Hayden Hurst,TE,TE,CIN,2022,1.6200191,1.6200191,1.4204757,1.4204757,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,12,12,1.6200191,1.4204757
232,Hunter Henry,TE,TE,NE,2022,0.8804895,0.8804895,0.95258856,0.95258856,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,15,15,0.8804895,0.95258856
233,Hunter Renfrow,WR,WR,LV,2022,-0.37408903,-0.37408903,0.5833453,0.5833453,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,-0.37408903,0.5833453
234,Ian Thomas,TE,TE,CAR,2022,0.30833364,0.30833364,0.115933225,0.115933225,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,0.30833364,0.115933225
235,Ihmir Smith-Marsette,WR,WR,CHI,2022,-2.6750312,-2.6750312,-2.098553,-2.098553,-0.90304744,-0.90304744,-0.90304744,-0.90304744,2022,0.0,0.0,0.0,0.0,3,3,-3.5780787,-3.0016003
236,Irv Smith,TE,TE,MIN,2022,-0.6248305,-0.6248305,-0.6480776,-0.6480776,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,-0.6248305,-0.6480776
237,Isaiah Hodgins,WR,WR,BUF,2022,0.35536206,0.35536206,0.35536206,0.35536206,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,0.35536206,0.35536206
238,Isaiah Hodgins,WR,WR,NYG,2022,1.1453147,1.1453147,1.6221111,1.6221111,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,8,8,1.1453147,1.6221111
239,Isaiah Likely,TE,TE,BAL,2022,-0.17578433,-0.17578433,-0.7226903,-0.7226903,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,-0.17578433,-0.7226903
240,Isaiah McKenzie,WR,WR,BUF,2022,0.73264384,0.73264384,0.4084109,0.4084109,0.40728512,0.40728512,0.560889,0.560889,2022,0.0,0.0,0.0,0.0,14,14,1.1399289,0.9692999
241,Isaiah Spiller,RB,RB,LAC,2022,-0.0755167,-0.0755167,-0.0755167,-0.0755167,-1.4220296,-1.4220296,-1.7485422,-1.7485422,2022,0.0,0.0,0.0,0.0,5,5,-1.4975463,-1.8240589
242,Isiah Pacheco,RB,RB,KC,2022,0.66420126,0.66420126,0.80464363,0.80464363,-0.48347574,-0.48347574,-0.08017716,-0.08017716,2022,0.0,0.0,0.0,0.0,16,16,0.18072551,0.72446644
243,J.D. McKissic,RB,RB,WAS,2022,-2.2377799,-2.2377799,-2.114739,-2.114739,-0.56901693,-0.56901693,-0.48516703,-0.48516703,2022,0.0,0.0,0.0,0.0,8,8,-2.8067968,-2.599906
244,J.J. Taylor,RB,RB,NE,2022,0.88766974,0.88766974,0.88766974,0.88766974,-5.491076,-5.491076,-5.491076,-5.491076,2022,0.0,0.0,0.0,0.0,1,1,-4.6034064,-4.6034064
245,J.K. Dobbins,RB,RB,BAL,2022,0.029557887,0.029557887,0.24640906,0.24640906,1.1369065,1.1369065,-0.014381651,-0.014381651,2022,0.0,0.0,0.0,0.0,8,8,1.1664644,0.23202741
246,Ja'Marr Chase,WR,WR,CIN,2022,2.6040106,2.6040106,4.2091146,4.2091146,-1.5055486,-1.5055486,-0.4450567,-0.4450567,2022,-1.6040139,-1.6040139,-1.6040139,-1.6040139,11,11,-0.50555193,2.160044
247,Jack Conklin,T,OL,CLE,2022,-1.5234389,-1.5234389,-1.5234389,-1.5234389,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-1.5234389,-1.5234389
248,Jack Fox,P,SPEC,DET,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2.9525986,2.9525986,2.9525986,2.9525986,1,1,2.9525986,2.9525986
249,Jack Stoll,TE,TE,PHI,2022,0.87914765,0.87914765,0.77103055,0.77103055,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,0.87914765,0.77103055
250,Jacob Eason,QB,QB,CAR,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,-2.2612817,-2.2612817,-2.2612817,-2.2612817,1,1,-2.2612817,-2.2612817
251,Jacob Harris,WR,WR,LA,2022,2.7706954,2.7706954,2.7706954,2.7706954,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,2.7706954,2.7706954
252,Jacoby Brissett,QB,QB,CLE,2022,0.0,0.0,0.0,0.0,1.5258776,1.5258776,2.040855,2.040855,2022,1.6410527,1.6410527,-0.26046678,-0.26046678,14,14,3.1669302,1.7803881
253,Jaelon Darden,WR,WR,TB,2022,0.430832,0.430832,0.430832,0.430832,-0.4046601,-0.4046601,-0.4046601,-0.4046601,2022,0.0,0.0,0.0,0.0,3,3,0.026171893,0.026171893
254,Jahan Dotson,WR,WR,WAS,2022,1.6294203,1.6294203,1.9596523,1.9596523,-0.88980496,-0.88980496,-0.88980496,-0.88980496,2022,0.0,0.0,0.0,0.0,11,11,0.7396153,1.0698473
255,Jake Ferguson,TE,TE,DAL,2022,0.7857689,0.7857689,0.7856861,0.7856861,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,10,10,0.7857689,0.7856861
